"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"TMEM186",225.136549068045,223.721833358917,269.794633889029,230.508497891955,171.015782942502,222.424839642718
"LINC02296",20.148407115039,2.85602340458192,7.87721558800084,13.2009271920503,22.2624096138168,19.0970821915465
"LINC02712",17.5203540130774,25.7042106412373,22.6469948155024,22.3400306327005,14.1669879360652,2.24671555194665
"NAT8B",0,5.71204680916385,4.92325974250053,0,0,2.24671555194665
"PROCR",402.96814230078,531.220353252238,433.246857340046,442.738788902609,425.009638081957,353.857699431597
"PLGLB2",35.0407080261548,43.7923588702562,25.6009506610027,5.0772796892501,10.1192770971895,49.4277421428262
"SMG9",967.123541521873,1263.31435262674,1141.21160831162,1294.70632075878,1115.14433611028,1243.55705800247
"ZNF543",217.25238976216,149.465224839787,168.375483193518,149.272022863953,133.574457682901,171.873739723918
"ANKRD66",9.63619470719257,1.90401560305462,11.8158233820013,4.06182375140008,12.1431325166274,29.2073021753064
"CASZ1",17.5203540130774,26.6562184427646,4.92325974250053,15.2318390677503,6.07156625831368,5.61678887986661
"RNF144B",498.454071672052,473.147877359072,343.643530026537,421.414214207759,542.393252409355,516.744576947728
"SGTA",1432.28894056908,1903.06359525309,1687.69343972918,1562.78668835118,1605.92927532397,1494.06584204452
"PHLDB2",8.7601770065387,0,1.96930389700021,0,0,2.24671555194665
"H2BC15",39.4207965294242,47.6003900763654,40.3707298885043,44.6800612654009,26.3101204526926,20.2204399675198
"HSPE1P18",63.0732744470787,38.0803120610923,56.125161064506,54.8346206439011,54.6440963248231,97.7321265096791
"FMOD",0,1.90401560305462,0,0,4.04771083887579,5.61678887986661
"HMGN2P35",0,1.90401560305462,0,0,4.04771083887579,5.61678887986661
"SEH1L",1486.60203800962,1299.49064908478,1235.73819536763,1127.15609101352,1326.63722744154,1282.87458016153
"MALINC1",20.148407115039,44.7443666717835,38.4014259915041,41.6336934518509,69.8230119706073,32.5773755032264
"PYGO2",1509.37849822662,1516.548427833,1571.50450980617,1584.11126304603,1304.37481782772,1410.93736662249
"DCST1-AS1",5.25610620392322,10.4720858168004,12.8004753305014,16.2472950056003,16.1908433555031,15.7270088636265
"RANBP17",21.0244248156929,39.0323198626196,33.4781662490036,50.772796892501,33.3936144207252,44.9343110389329
"SH3D21",149.799026811812,234.193919175718,204.807605288022,225.431218202705,199.349758814632,261.742361801784
"PSORS1C3",0,0.952007801527308,1.96930389700021,4.06182375140008,3.03578312915684,3.37007332791997
"DNAH12",2.62805310196161,9.52007801527308,1.96930389700021,8.12364750280017,17.2027710652221,4.49343110389329
"F2RL2",10.5122124078464,0,3.93860779400042,8.12364750280017,8.09542167775157,15.7270088636265
"FDPSP3",1.75203540130774,1.90401560305462,9.84651948500105,2.03091187570004,2.02385541943789,0
"RNA5SP324",0,0.952007801527308,0.984651948500105,10.1545593785002,0,0
"ZNF350",84.9737169634254,121.856998595495,146.713140326516,102.561049722852,70.8349396803262,112.335777597332
"SLC35E1P1",14.0162832104619,1.90401560305462,0,4.06182375140008,0,0
"COG1",409.100266205357,455.059729130053,460.817111898049,556.469853941811,377.449035725167,552.692025778875
"ZNF2",183.963717137313,152.321248244369,215.638776721523,149.272022863953,165.956144393907,157.270088636265
"NDUFB5P2",1.75203540130774,0,1.96930389700021,10.1545593785002,0,3.37007332791997
"LCN9",9.63619470719257,31.4162574504012,33.4781662490036,19.2936628191504,14.1669879360652,13.4802933116799
"SLC3A1",5.25610620392322,5.71204680916385,0,8.12364750280017,8.09542167775157,8.98686220778658
"GOLGA6GP",0,0,1.96930389700021,0,2.02385541943789,7.86350443181326
"CFLAR",4763.78425615575,4505.85292462875,4304.89831884246,4377.63054807144,4195.45228449475,4376.60189519207
"RNU4-49P",0,0,1.96930389700021,3.04636781355006,0,6.74014665583994
"CHCHD4P5",5.25610620392322,1.90401560305462,1.96930389700021,14.2163831299003,9.10734938747052,0
"COG8",211.120265857583,224.673841160445,242.224379331026,223.400306327005,174.051566071659,193.217537467411
"OSER1-DT",71.8334514536174,123.76101419855,102.403802644011,90.3755784686519,83.9899999066725,64.0313932304794
"AKR1C2",0,0,1.96930389700021,0,3.03578312915684,6.74014665583994
"ECE1",1.75203540130774,8.56807021374577,0,2.03091187570004,6.07156625831368,17.9737244155732
"NADK2-AS1",28.9085841215777,22.8481872366554,9.84651948500105,17.2627509434504,14.1669879360652,5.61678887986661
"SEC22C",1096.77416121865,1134.79329942055,1041.76176151311,970.77587658462,977.522167588502,1103.1373360058
"DUSP10",657.889293191057,816.82269371043,769.013171778582,686.448213986614,664.836505285348,709.96211441514
"SDHAP1",517.726461086437,548.356493679729,606.545600276065,546.315294563311,627.395180025747,659.41101449634
"ZNF768",994.280090242143,1310.9147427031,1184.53629404563,1389.14372297883,1237.58758898627,1157.05850925252
"AIRN",3.50407080261548,0,0,4.06182375140008,2.02385541943789,6.74014665583994
"LINC01144",1.75203540130774,4.76003900763654,10.8311714335012,8.12364750280017,10.1192770971895,15.7270088636265
"WBP1P1",24.5284956183084,13.3281092213823,19.6930389700021,10.1545593785002,11.1312048069084,14.6036510876532
"WWOX",329.382655445855,308.450527694848,250.101594919027,220.353938513455,231.731445525639,322.403681704344
"SNORA71B",17.5203540130774,34.2722808549831,19.6930389700021,25.3863984462505,27.3220481624115,51.6744576947728
"UPF3AP2",0,2.85602340458192,3.93860779400042,3.04636781355006,7.08349396803262,7.86350443181326
"R3HDM2-DT",0,4.76003900763654,0,14.2163831299003,3.03578312915684,0
"GAS2",13.1402655098081,6.66405461069115,3.93860779400042,19.2936628191504,7.08349396803262,16.8503666395998
"TMEM216",287.33380581447,328.442691526921,315.088623520034,316.822252609206,378.460963434886,344.87083722381
"USP1",2283.77814560464,1828.80698673396,1868.8693982532,1807.51156937304,1876.11397381893,1910.83157693062
"ENHO",66.5773452496941,73.3046007176027,71.8795922405077,104.591961598552,67.7991565511694,90.9919798538391
"GSG1",0,11.4240936183277,0,0,2.02385541943789,0
"OPRD1",0,5.71204680916385,7.87721558800084,6.09273562710012,10.1192770971895,13.4802933116799
"PMS2P2",0.87601770065387,1.90401560305462,4.92325974250053,7.10819156495015,2.02385541943789,10.1102199837599
"SAMD4A",105.998141779118,78.0646397252392,134.897316944514,32.4945900112007,107.264337230208,103.348915389546
"PNPLA4",226.888584469352,198.969630519207,191.02247800902,126.931992231253,204.409397363227,195.464253019358
"SUMO1P1",7.00814160523096,7.61606241221846,18.708387021502,9.13910344065019,6.07156625831368,1.12335777597332
"UBE2Q1-AS1",13.1402655098081,17.1361404274915,9.84651948500105,12.1854712542002,3.03578312915684,6.74014665583994
"RPS9",16357.8785243097,18757.4097134925,19070.73893855,17923.8127589907,17378.8464867132,16321.2651271164
"ASAH2",28.9085841215777,30.4642496488738,24.6162987125026,33.5100459490507,38.45325296932,43.8109532629596
"DEPTOR-AS1",0,5.71204680916385,3.93860779400042,0,1.01192770971895,1.12335777597332
"FABP5P8",2.62805310196161,1.90401560305462,3.93860779400042,9.13910344065019,2.02385541943789,8.98686220778658
"MIR718",2.62805310196161,0.952007801527308,0,4.06182375140008,7.08349396803262,1.12335777597332
"KLC2-AS1",0,0,1.96930389700021,0,4.04771083887579,5.61678887986661
"CDK5R1",90.2298231673487,116.144951786332,93.54193510751,98.499225971452,106.252409520489,161.763519740158
"LINC02340",0,2.85602340458192,4.92325974250053,5.0772796892501,10.1192770971895,4.49343110389329
"ZYG11A",6.13212390457709,3.80803120610923,7.87721558800084,12.1854712542002,12.1431325166274,8.98686220778658
"TXNDC9",608.83230195444,598.812907160677,580.944649615062,584.902620201612,709.361324512981,654.917583392447
"CR1",5.25610620392322,5.71204680916385,1.96930389700021,2.03091187570004,2.02385541943789,0
"EIF1AY",525.610620392322,464.579807145326,562.23626259356,578.809884574512,583.882288507832,536.965016915248
"GNB2",3837.83354656461,4824.7755381404,4627.8641579505,4264.91493897009,4261.22758562648,3994.66025136114
"KDM4D",26.2805310196161,46.6483822748381,34.4628181975037,15.2318390677503,28.3339758721305,31.454017727253
"SLC2A3P4",0,1.90401560305462,3.93860779400042,4.06182375140008,10.1192770971895,2.24671555194665
"KMT5AP1",14.0162832104619,5.71204680916385,27.570254558003,15.2318390677503,6.07156625831368,4.49343110389329
"SLX4IP",460.785310543936,476.955908565181,489.372018404552,511.78979267641,540.369396989917,506.634356963968
"CAMSAP1-DT",17.5203540130774,16.1841326259642,7.87721558800084,15.2318390677503,13.1550602263463,39.3175221590663
"ABHD10",1281.61389605661,1127.17723700833,1103.79483426862,1119.03244351072,1044.30939642995,1114.37091376554
"ATP8B5P",4.38008850326935,2.85602340458192,0,2.03091187570004,4.04771083887579,13.4802933116799
"GPR179",7.00814160523096,13.3281092213823,5.90791169100063,2.03091187570004,9.10734938747052,0
"SNORD19",6.13212390457709,2.85602340458192,2.95395584550032,10.1545593785002,4.04771083887579,11.2335777597332
"CYTOR",195.351947245813,215.153763145172,185.11456631802,232.539409767655,223.636023847887,222.424839642718
"SLC4A9",3.50407080261548,0,1.96930389700021,3.04636781355006,12.1431325166274,1.12335777597332
"TMTC2",257.549203992238,258.946122015428,347.582137820537,223.400306327005,270.184698494959,263.989077353731
"SPOP",1584.71602048285,1320.43482071838,1334.20339021764,1478.50384550963,1572.53566090324,1486.20233761271
"SHTN1",2882.09823515123,2515.20461163515,2599.48114404028,2908.26580600246,2798.99204508261,2736.49954227101
"CTF1",7.88415930588483,5.71204680916385,5.90791169100063,15.2318390677503,8.09542167775157,12.3569355357065
"COL19A1",74.461504555579,36.1762964580377,59.0791169100063,31.4791340733506,65.7753011317315,25.8372288473864
"CDA",1.75203540130774,0,0,5.0772796892501,4.04771083887579,0
"SRP14P2",3.50407080261548,0.952007801527308,8.86186753650095,2.03091187570004,2.02385541943789,0
"CLEC2B",98.9900001738874,81.8726709313485,100.434498747011,80.2210190901516,64.7633734220126,84.2518331979992
"H2AX",1300.886285471,1660.30160586362,1364.72760062115,1573.95670366753,1698.01469690839,1396.33371553484
"GDAP1L1",5.25610620392322,4.76003900763654,0,12.1854712542002,2.02385541943789,10.1102199837599
"GRK3-AS1",6.13212390457709,3.80803120610923,0,0,2.02385541943789,0
"TOP1P1",12.2642478091542,24.75220283971,9.84651948500105,12.1854712542002,3.03578312915684,11.2335777597332
"GALNT12",246.160973883738,295.122418473465,254.040202713027,292.451310100806,195.302047975757,202.204399675198
"PPP1R9B",4187.3646091255,4990.42489560615,4868.11923338452,4457.85156716159,4683.20144057928,4133.95661558183
"CT45A10",1.75203540130774,6.66405461069115,1.96930389700021,10.1545593785002,11.1312048069084,2.24671555194665
"CYP27A1",34.1646903255009,53.3124368855292,37.416774043004,44.6800612654009,6.07156625831368,32.5773755032264
"ELOVL2",1.75203540130774,0,1.96930389700021,4.06182375140008,7.08349396803262,1.12335777597332
"MTND2P32",1.75203540130774,0,0,6.09273562710012,3.03578312915684,0
"RNA5SP184",1.75203540130774,0,0,6.09273562710012,3.03578312915684,0
"CDC42-AS1",32.4126549241932,15.2321248244369,5.90791169100063,21.3245746948504,30.3578312915684,32.5773755032264
"NCS1",56.9411505425016,60.9284992977477,81.7261117255087,54.8346206439011,58.6918071636989,41.5642377110129
"RN7SL753P",2.62805310196161,0,0,1.01545593785002,3.03578312915684,6.74014665583994
"LYG2",2.62805310196161,6.66405461069115,7.87721558800084,10.1545593785002,6.07156625831368,16.8503666395998
"SYCP2",21.0244248156929,14.2801170229096,29.5395584550032,46.710973141101,28.3339758721305,20.2204399675198
"TSPAN7",5.25610620392322,3.80803120610923,3.93860779400042,0,2.02385541943789,2.24671555194665
"AGRN",105.998141779118,169.457388671861,109.296366283512,116.777432852752,172.027710652221,175.243813051838
"NUDT19P5",8.7601770065387,1.90401560305462,3.93860779400042,2.03091187570004,1.01192770971895,2.24671555194665
"HLA-H",1.75203540130774,5.71204680916385,5.90791169100063,11.1700153163502,19.22662648466,0
"PPARD",5519.78753182004,6241.36314681303,5930.55868581614,6201.38941245008,6237.52240270758,6072.87213691178
"FBXO24",14.0162832104619,11.4240936183277,10.8311714335012,7.10819156495015,31.3697590012873,21.3437977434931
"RGS9",13.1402655098081,3.80803120610923,3.93860779400042,22.3400306327005,8.09542167775157,8.98686220778658
"PP2D1",27.15654872027,20.9441716336008,11.8158233820013,13.2009271920503,35.4174698401631,42.6875954869863
"LINC01232",18.3963717137313,10.4720858168004,24.6162987125026,13.2009271920503,8.09542167775157,11.2335777597332
"SLC25A39P1",4.38008850326935,1.90401560305462,2.95395584550032,2.03091187570004,0,22.4671555194665
"LINC02421",5.25610620392322,3.80803120610923,5.90791169100063,20.3091187570004,8.09542167775157,2.24671555194665
"NEMP1",1060.85743549184,949.151778122726,862.555106886092,711.834612432865,1004.84421575091,905.426367434498
"MIR3939",6.13212390457709,5.71204680916385,22.6469948155024,1.01545593785002,9.10734938747052,6.74014665583994
"SDR42E1",1.75203540130774,3.80803120610923,0,6.09273562710012,6.07156625831368,3.37007332791997
"ALOX15",3.50407080261548,5.71204680916385,5.90791169100063,2.03091187570004,0,3.37007332791997
"PDCD6-DT",3.50407080261548,1.90401560305462,11.8158233820013,4.06182375140008,2.02385541943789,0
"SCAF4",1306.14239167492,1289.9705710695,1328.29547852664,1222.60894917143,1466.28325138275,1517.65635533996
"H4C5",4.38008850326935,7.61606241221846,34.4628181975037,21.3245746948504,15.1789156457842,41.5642377110129
"LINC02211",1.75203540130774,3.80803120610923,5.90791169100063,0,3.03578312915684,0
"PAFAH1B1P2",1.75203540130774,1.90401560305462,1.96930389700021,5.0772796892501,0,11.2335777597332
"H3C1",0,1.90401560305462,7.87721558800084,5.0772796892501,7.08349396803262,11.2335777597332
"PLEK",6867.97877312634,7058.18584052346,6908.31807067674,6915.25493675864,6652.41276369235,6424.48312079143
"C14orf119",1040.7090283768,981.520043374654,1118.56461349612,1014.44048191217,905.675300198457,1005.40520949612
"RNU7-20P",2.62805310196161,0,1.96930389700021,5.0772796892501,4.04771083887579,4.49343110389329
"PLEKHH1",102.494070976503,83.7766865344031,90.5879792620097,100.530137847152,135.598313102339,98.8554842856524
"KIFC3",588.683894839401,789.214467466138,710.918706817076,598.103547393662,615.252047509119,690.865032223593
"RAVER2",247.913009285045,178.025458885607,159.513615657017,206.137555383554,246.910361171423,226.918270746611
"MIR3138",1.75203540130774,2.85602340458192,0,0,3.03578312915684,12.3569355357065
"EIF3C",845.357081130985,1061.48869870295,2019.52114637372,1414.53012142508,599.061204153616,708.838756639166
"IPMK",1083.63389570884,771.126319237119,707.964750971576,702.695508992214,850.019276163915,761.636572109913
"EIF4A2P2",0,1.90401560305462,1.96930389700021,2.03091187570004,8.09542167775157,2.24671555194665
"ANAPC1P3",0.87601770065387,0,0.984651948500105,1.01545593785002,6.07156625831368,1.12335777597332
"SEMA4G",107.750177180426,104.720858168004,113.234974077512,85.2982987794017,97.1450601330188,88.7452643018925
"ADAM33",0,1.90401560305462,0,2.03091187570004,2.02385541943789,4.49343110389329
"DNASE1L2",0,3.80803120610923,3.93860779400042,0,8.09542167775157,13.4802933116799
"ACADS",222.508495966083,331.298714931503,325.919794953535,361.502313874607,321.793011690625,314.54017727253
"TMEM147",579.047700132208,710.197819939372,792.644818542585,855.013899669718,726.564095578203,703.2219677593
"LCP2",9593.26983986054,9640.03099826552,9144.46264572048,9584.88859736635,9849.0923986945,10083.2593971365
"CPNE7",1.75203540130774,1.90401560305462,1.96930389700021,5.0772796892501,5.05963854859473,4.49343110389329
"ARMS2",0.87601770065387,14.2801170229096,6.89256363950074,4.06182375140008,0,4.49343110389329
"SARNP",32.4126549241932,16.1841326259642,10.8311714335012,33.5100459490507,29.3459035818494,25.8372288473864
"FHL2",26.2805310196161,57.1204680916385,36.4321220945039,42.6491493897009,62.7395180025747,55.0445310226928
"WDR89",522.106549589707,375.091073801759,460.817111898049,545.299838625461,516.083131956663,448.219752613356
"ZNNT1",19.2723894143851,26.6562184427646,15.7544311760017,23.3554865705505,44.5248192276336,22.4671555194665
"METTL1",243.532920781776,362.714972381904,326.904446902035,420.398758269909,315.721445432311,324.65039725629
"RNU6-859P",2.62805310196161,0,0,8.12364750280017,0,3.37007332791997
"SNHG31",53.4370797398861,5.71204680916385,18.708387021502,17.2627509434504,45.5367469373526,60.6613199025594
"LRRC71",2.62805310196161,0.952007801527308,1.96930389700021,3.04636781355006,6.07156625831368,5.61678887986661
"RTL4",1.75203540130774,0,0,0,10.1192770971895,0
"MROH2A",0,0,1.96930389700021,0,6.07156625831368,3.37007332791997
"SNORA22",11.3882301085003,2.85602340458192,3.93860779400042,10.1545593785002,29.3459035818494,0
