"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"CCDC138",189.947053290489,176.313934541034,189.171307439271,195.09880686357,254.360050628523,164.796441389239
"MLF2",4279.20492214084,4330.18627331136,4219.97531979913,3981.53099055557,4497.93356194772,4775.35142661998
"NOP53",8555.17211041878,8739.08412454282,8167.10740771469,7520.7748801146,8629.16471757264,8581.58741666121
"PHC3",3123.33393308338,3039.31639542164,3548.78096936556,3562.92092922694,3165.72279678083,3333.38256446415
"TCN2",15.1094246935616,22.0392418176293,21.8274585506851,3.78832634686543,25.4360050628523,13.1088078377804
"NPM2",16.1886693145303,23.0887295232307,34.5601427052515,22.7299580811926,10.5983354428551,22.4722420076235
"ASAH2",36.6943171129353,62.9692623360837,44.5643945409821,51.1424056826833,72.0686810114149,49.6262011001685
"PSMG3-AS1",285.999824556702,257.124487872342,280.119051400459,293.595291882071,279.796055691375,313.675044689744
"HSD17B12",1664.19520553371,1751.59498064873,2078.15594951315,2181.12889420777,1772.04168604538,1807.14279477972
"CDKAL1",514.799684202063,464.923053581418,425.63544173836,430.922121955943,462.087425308483,426.036254727861
"TENT5A",1317.75768220277,1234.19754178724,1505.18516255766,1503.01847811886,1414.87778162116,1326.79862186677
"RPS28P4",33.4565832500293,37.7815574016502,40.0170073429228,37.8832634686543,56.1711778471322,41.1991103473097
"SCAF4",1500.15002314647,1489.22305424838,1597.04238395846,1565.52586284214,1534.63897212542,1661.07322173017
"SLC6A16",60.4376987742464,51.4248975744684,67.3013305312792,53.036568856116,45.572842404277,53.3715747681057
"ASB6",645.388283339274,707.35471357534,629.358388211421,591.925991697724,679.353301887014,837.091014783974
"ILF3",12376.7773132689,12256.9669137187,12415.2765281418,11430.3276700797,12526.1726599105,12226.7723389811
"XRCC4",375.577128097103,311.697848563614,433.820738694867,357.996839778783,331.727899361365,352.065124786101
"GMPR2",2665.73421379266,3199.88801437865,2891.22878052617,2841.24476014907,2789.48188855947,2826.82077587563
"RPL10",22679.246465036,24410.0345445829,22900.6419294272,21763.9348627419,23120.2687685885,23476.9384940476
"MIR9-1HG",79.8641019516828,97.6023566209298,82.7624470046811,87.1315059779049,72.0686810114149,67.4167260228704
"UBXN6",3148.15655936566,3099.13719464092,2857.57811526053,2523.97242859909,3174.20146513511,3056.22491303679
"ZNF384",991.825806670223,1125.0508204047,1146.85105135058,1004.85356350606,1034.39753922266,1083.34933345085
"KIF25",30.2188493871232,52.4743852800698,71.8487177293386,60.6132215498469,89.0260177199831,39.326423513341
"RACGAP1",1779.67437997736,1722.20932489189,1918.08792014146,1800.4020963478,1689.37466959111,1738.78972533987
"SLC9A7",781.373105581329,748.284734093795,956.770266471699,801.231022362039,883.901175934118,943.834164320185
"TAS2R15P",23.7433816613111,31.4846311680419,20.9179811110733,40.7245082288034,4.23933417714205,9.36343416984311
"LINC01006",50.7244971855283,85.008504153713,46.3833494202059,53.036568856116,75.2481816442714,87.0799377795409
"ANOS2P",64.7546772581212,72.4146516864963,57.2970786955485,38.8303450553707,60.4105120242742,65.5440391889017
"FAM43A",401.478999000351,395.656865011726,413.812235023406,323.901902656994,369.881906955644,435.399688897704
"SLC16A11",21.5848924193737,6.29692623360837,10.0042518357307,17.0474685608944,5.29916772142756,31.8356761774666
"BRMS1L",456.520474669754,540.486168384719,576.608696713932,511.424056826833,523.557770877043,443.826779650563
"CHST14",401.478999000351,358.924795315677,305.584419709592,242.452886199388,333.847566449936,399.818639052301
"NDUFA4P1",21.5848924193737,14.6928278784195,19.0990262318495,53.9836504428324,12.7180025314262,9.36343416984311
"NUDT16-DT",64.7546772581212,113.344672204951,112.775202511873,92.8139954982031,124.000524681405,117.042927123039
"ANXA2",5471.77022831124,5991.52531127837,5165.83185699548,5915.47159063037,5665.87012775035,5546.89840221506
"EXOSC7",1040.39181461381,964.479201447682,996.787273814621,941.39909719606,1047.11554175409,878.290125131284
"RFTN1",746.837277710331,796.561168551459,712.120835216103,770.924411587115,835.148832896984,762.183541425229
"ERP29",8492.5759224026,9233.39283388108,8757.3582660228,9550.37072044775,8890.94360301116,8738.89311071457
"TAF4B",253.622485927641,292.807069862789,314.679194105711,314.431086789831,207.72737467996,266.857873840529
"GAK",7661.5575642567,7545.81660327403,7283.09533641194,6711.96720505883,8025.0595973299,8535.70658922898
"ZNF367",396.082775895508,541.53565609032,582.065561351604,591.925991697724,528.856938598471,509.370818839465
"NDUFAF3",474.867633226222,389.359938778118,430.18282893642,440.392937823106,418.634249992777,523.41597009423
"ELP2",1713.84045809827,1751.59498064873,1935.36799149408,1782.40754620019,1727.52867718539,1700.39964524351
"IFT81",112.241440580743,158.472643545811,202.813469033449,170.474685608944,156.855364554256,88.9526246135095
"MPZ",93.8942820242757,120.69108614416,94.5856537196356,89.0256691513376,109.162855061408,153.560320385427
"PRDX5",4388.20862885868,4477.11455209555,4107.20011728725,4170.00022631212,4474.61722397343,4722.91619526886
"RTN2",928.15037403307,958.182275214074,823.077082848752,927.192873395314,943.251854414106,964.43371949384
"UACA",66.9131665000586,92.3549180929228,86.4003567631287,85.2373428044722,105.983354428551,89.8889680304938
"TRIM16L",105.765972854931,125.938524672167,88.2193116423524,82.3960980443231,82.66701645427,115.17024028907
"RPS27A",15983.6128365462,16134.8239859159,15762.1535059135,16297.3799442151,16019.3840218755,16548.9335517807
"MEMO1P1",20.505647798405,39.880532812853,56.3876012559366,49.2482425092506,25.4360050628523,16.8541815057176
"CHRNG",19.4264031774364,20.9897541120279,12.7326841545663,13.259142214029,6.35900126571308,18.7268683396862
"PCYT2",986.42958356538,1029.54743919497,978.597725022384,882.680038819646,1199.7315721312,1072.11321244704
"PSMD10P1",15.1094246935616,14.6928278784195,32.7411878260277,14.2062238007454,26.4958386071378,4.68171708492155
"EIF4ENIF1",942.180554105663,921.450205518025,1009.51995796919,982.123605424863,1120.24405630979,913.871174976687
"ENDOD1",257.939464411516,192.056250125055,212.81772086918,221.617091291628,192.889705059963,191.014057064799
"PELATON",195.343276395332,110.196209088147,138.240570821006,106.073137712232,140.957861389973,146.069573049552
"AATF",1896.23279904198,2031.8081980443,2172.74160323278,2094.94446981658,2086.81224869817,2135.79933414121
"ARMC2",115.479174443649,60.8702869248809,67.3013305312792,115.543953579396,91.1456848085541,75.8438167757292
"ANGEL1",2588.02860108291,2782.1919075493,2672.95419501932,2687.81754310102,2718.47304109234,2887.68309797961
"NPIPA9",11.8716908306556,22.0392418176293,35.4696201448633,38.8303450553707,21.1966708857103,29.9629893434979
"CISH",138.143311483992,81.8600410369088,79.1245372462336,68.1898742435778,130.359525947118,148.878603300505
"SLC25A36",4599.74057456854,4447.72889633871,5039.41449288943,5321.65143575922,4810.58445751194,4440.1404833396
"WDR24",322.694141669637,294.906045273992,210.089288550344,179.945501476108,359.283571512789,384.837144380552
"FUT7",1106.2257364929,1093.56618923665,995.877796375009,1033.26601110755,1164.75706516978,1138.59359505292
"CLIP4",21.5848924193737,16.7918032896223,12.7326841545663,22.7299580811926,23.3163379742813,20.5995551736548
"FOXO1",12.9509354516242,31.4846311680419,12.7326841545663,12.3120606273127,12.7180025314262,16.8541815057176
"BBC3",311.90169545995,312.747336269216,289.213825796578,296.43653664222,342.326234804221,341.765347199273
"FBXO6",316.218673943825,297.005020685195,222.821972704911,329.584392177293,286.155056957088,289.330115848152
"TGFB3",19.4264031774364,28.3361680512377,26.3748457487445,21.7828764944762,38.1540075942785,33.7083630114352
"TMEM126A",623.803390919901,595.059529075991,635.724730288705,599.502644391455,618.942789862739,541.206495016932
"TRMT10C",972.399403492787,1068.37848430222,960.408176230146,1030.4247663474,1019.55986960266,801.50996493857
"RCL1",902.248503129822,940.34098421885,860.365657872839,805.966430295621,893.439677832687,882.971842216205
"SELL",181.313096322739,278.11424198437,220.093540386075,217.828764944762,226.8043784771,173.223532142097
"STK32C",1011.25220984766,1011.70614819975,966.774518307429,854.267591218155,1116.00472213264,1182.60173565118
"DUS2",491.056302540752,618.148258599222,578.427651593156,495.323669852655,567.010946192749,529.034030596136
"RWDD4P2",65.8339218790899,75.5631148033005,95.4951311592475,71.0311190037268,62.5301791128452,72.0984431077919
"GGH",492.135547161721,414.547643712551,505.669456424206,478.276201291761,385.779410119927,458.808274322312
"NFU1",691.795802040928,774.52192673383,698.478673621924,743.459045572341,644.378794925592,667.612856309814
"SLC22A5",151.094246935616,142.73032796179,172.800713526257,196.992970037002,157.915198098541,160.114724304317
"TXNL4B",251.463996685704,302.252459213202,346.510904492127,407.245082288034,299.9328930328,274.348621176403
"GGCX",854.7617398072,903.608914522801,920.391168887223,859.002999151737,951.73052276839,994.396708837338
"OGFR-AS1",31.2980940080919,37.7815574016502,55.4781238163247,17.9945501476108,42.3933417714205,40.2627669303254
"IQCC",73.3886342258707,90.25594268172,71.8487177293386,94.7081586716358,95.3850189856961,78.6528470266821
"RPL21P75",20.505647798405,24.1382172288321,21.8274585506851,17.9945501476108,19.0770037971392,14.0451512547647
"SH3D19",74.4678788468394,87.1074795649158,120.051022028768,154.374298634766,51.9318436699901,124.533674458913
"PGS1",1241.13131411399,1105.11055399827,1064.99808178551,874.156304539198,1163.69723162549,1194.77420007198
"INSIG1-DT",58.2792095323091,80.8105533313074,43.6549171013703,71.9782005904432,55.1113443028467,87.0799377795409
"UBE2V2",1560.58772192072,1431.5012304403,1680.71430840276,1778.61921985332,1644.86166073112,1456.0140134106
"ZNF449",386.36957430679,336.885553498048,352.87724656941,456.493324797285,320.069730374225,380.15542729563
"CYP2T1P",74.4678788468394,61.9197746304823,88.2193116423524,40.7245082288034,77.3678487328424,73.9711299417606
"DNAJC12",25.9018709032485,11.5443647616154,7.27581951689505,15.1533053874617,19.0770037971392,26.2176156755607
"FUOM",537.463821242406,464.923053581418,535.682211931398,501.95324095967,552.173276572752,575.851201445351
"SDCBP2-AS1",94.9735266452444,132.235450905776,107.318337874202,154.374298634766,127.180025314262,96.443371949384
"HECW2",36.6943171129353,27.2866803456363,27.2843231883564,35.9891002952216,38.1540075942785,37.4537366793724
"DIPK2A",1306.96523599308,1417.85789026749,1475.17240705047,1506.80680446573,1334.33043225546,1173.23830148134
"MCTP1",307.584716976076,267.619364928356,333.77822033756,366.52057405923,347.625402525648,269.666904091482
"CBFA2T2",1088.9578225574,1182.77264421277,1195.05335565001,1002.95940033262,1199.7315721312,1117.05769646228
"F2RL1",85.2603250565262,41.9795082240558,56.3876012559366,36.936181881938,50.8720101257046,65.5440391889017
"MCF2L",664.814686516711,729.39395539297,782.150598066217,681.898742435778,756.721150619856,859.563256791597
"RTKN",282.762090693796,242.431659993922,246.46838613482,218.775846531479,224.684711388529,267.794217257513
"SGF29",384.211085064852,335.836065792447,341.054039854455,306.8544340961,401.676913284209,433.527002063736
"GDF11",132.747088379148,138.532377139384,91.8572214007999,128.803095793425,115.521856327121,162.92375455527
"LINC00649",65.8339218790899,111.245696793748,63.6634207728316,108.914382472381,102.803853795695,67.4167260228704
"SNAPIN",756.550479299049,726.245492276166,820.348650529916,743.459045572341,913.576515174112,770.610632178088
"CD22",55.041475669403,59.8207992192795,58.2065561351604,44.5128345756688,42.3933417714205,59.9259786869959
"MRFAP1",7410.093567571,7361.10676708819,7352.21562182244,7471.52663760535,7128.44041886436,7015.08488004646
"WDR36",1508.78398011422,1570.03360757969,1601.58977115652,1574.9966787093,1528.27997085971,1409.19684256139
"PEX14",563.365692145654,673.771106996096,660.280621158225,617.497194539065,643.318961381306,746.265703336496
"CHCHD4",614.090189331183,669.57315617369,686.65546690697,693.263721476374,613.643622141312,558.997019939634
"PIMREG",72.309389604902,72.4146516864963,50.0212591786534,68.1898742435778,90.0858512642686,67.4167260228704
"ZNF564",5.39622310484343,34.633094284846,4.5473871980594,21.7828764944762,22.2565044299958,18.7268683396862
"GPR153",6.47546772581212,33.5836065792447,14.5516390337901,19.8887133210435,9.53850189856961,9.36343416984311
"CHST10",811.591954968452,780.818852967438,829.443424926035,857.108835978304,854.225836694123,821.17317669524
"SMIM5",37.773561733904,22.0392418176293,19.0990262318495,38.8303450553707,20.1368373414247,40.2627669303254
"TMEM52B",1310.20296985599,1284.57295165611,1173.22589709933,1340.12044520365,1154.15872972692,1441.96886215584
"DEPTOR",228.799859645362,210.94702882588,198.26608183539,239.611641439239,184.411036705679,156.36935063638
"MST1P2",55.041475669403,80.8105533313074,38.198052463699,94.7081586716358,58.2908449357032,53.3715747681057
"CCDC74A",16.1886693145303,8.39590164481116,15.461116473402,15.1533053874617,20.1368373414247,18.7268683396862
"TSR2",1270.27091888014,1311.85963200174,1429.69853506988,1431.04027752842,1319.49276263546,1421.36930698218
"ABCC6P1",98.2112605081505,49.3259221632656,49.1117817390416,66.295711070145,51.9318436699901,46.8171708492155
"CACNA1F",21.5848924193737,25.1877049344335,10.0042518357307,19.8887133210435,8.4786683542841,13.1088078377804
"REEP1",219.086658056643,243.481147699524,309.222329468039,211.199193837748,205.607707591389,288.393772431168
"WDR61",1360.92746704151,1280.3750008337,1326.01810695412,1329.70254774977,1301.47559238261,1185.41076590214
"TBX3",59.3584541532778,37.7815574016502,46.3833494202059,72.9252821771596,41.333508227135,56.1806050190586
"MEAK7",196.422521016301,208.848053414678,176.438623284705,176.157175129243,157.915198098541,196.632117566705
"YY1AP1",1645.84804697725,1745.29805441512,1607.9561132338,1598.67371837721,1655.45999617397,1573.99328395063
"OPLAH",891.456056920135,973.924590798095,832.171857244871,690.422476716225,872.243006946977,985.033274667495
"RTL8B",172.67913935499,172.115983718629,187.352352560047,143.956401180886,167.453699997111,174.159875559082
"FGD3",1692.2555656789,1603.61721415893,1536.10739550447,1458.50564354319,1586.57081579541,1611.44702063
"GRAMD2B",574.158138355341,725.196004570564,831.262379805259,765.241922066817,715.387642392721,780.910409764915
"HNRNPC",17258.2007339103,18030.198782232,17969.4552518515,19226.7032919288,17527.5271553938,17738.0896913508
"LDHD",44.2490294597161,44.0784836352586,46.3833494202059,34.0949371217889,14.8376696199972,58.9896352700116
"RNF217",69.0716557419959,87.1074795649158,84.5814018839049,79.5548532841741,48.7523430371336,79.5891904436664
"NPEPPS",4243.58984964888,4067.81434691101,4089.01056849502,4552.62118734553,4151.36799296635,4052.4943087081
"TOR2A",1583.25185896106,1504.9653698324,1306.00960328266,1376.10954549887,1565.3741449097,1646.09172705842
"IGF1R",87.4188142984636,128.03750008337,99.133040917695,98.4964850185012,103.86368733998,74.9074733587449
"MCCC2",3501.06955042242,3577.70358839516,3365.06652656396,3536.40264479888,3134.98762399655,3459.78892575703
"PCMTD1",2236.19485464712,1906.91916107774,2518.3430302853,2577.95607904193,2239.42827907529,2146.09911172804
"TAF1A",262.256442895391,261.322438694747,283.756961158907,252.870783653268,293.573891767087,197.56846098369
"GABPB1",557.969469040811,536.288217562313,637.543685167928,588.137665350858,611.523955052741,629.222776213457
"UPRT",461.916697774598,364.172233843684,471.109313718954,434.710448302808,438.771087334202,336.147286697368
"PHYHD1",34.535827870998,44.0784836352586,63.6634207728316,37.8832634686543,54.0515107585611,79.5891904436664
"HCFC2",532.067598137562,476.467418343034,531.134824733338,504.794485719819,450.429256321343,499.071041252638
"B3GNT4",11.8716908306556,18.8907787008251,21.8274585506851,24.6241212546253,12.7180025314262,31.8356761774666
"SNX32",55.041475669403,44.0784836352586,96.4046085988594,89.0256691513376,45.572842404277,98.3160587833526
"CHD1",3732.02789930972,3247.11496113072,3518.76821385837,3699.30067771409,3279.12498601938,3168.58612307491
"EMC7",1311.28221447695,1236.29651719844,1442.43121922444,1439.56401180886,1301.47559238261,1413.87855964631
"MIR210HG",22.6641370403424,18.8907787008251,25.4653683091327,13.259142214029,42.3933417714205,30.8993327604823
"GAPLINC",78.7848573307141,82.9095287425102,82.7624470046811,100.390648191934,102.803853795695,74.9074733587449
"PSMD10",1440.7915689932,1536.45000100044,1601.58977115652,1685.80522435512,1553.71597592256,1514.06730526363
"RPS21",4655.86129485891,4488.65891685717,4285.45769545118,4413.40019409823,4226.61617461062,4435.45876625468
